symbol,eps_growth,recommendation_previous_dars_overall,active_status_by_frequency,subindustry,returns_potential_rating,average_days_to_recovery,recommendation_dars_yield_attractiveness,yield_fwd_rating,years_of_consecutive_div_increase_or_nochg,sector_average_forward_payout_ratio_ffo_count,consec_years_div_incr_rating,profit_growth_rating,ratio_payout_forward_for_rating,payout_next_count,annualized_dividend_growth_5yr_cy0,annualized_dividend_growth_5yr_cy1,returns_risk_rating,bds_reco,dgs_reco,avg_analyst_upside_rating,dars_dividend_growth_streak,price_change_precent,ratio_price_ffo,high_price_52_week,payout_next_ex_date,sector_average_forward_payout_ratio_ffo,short_name,previous_dars_overall,share_class,max_recovery_of_close_price_from_ex_date_less_2day,sector_average_ratio_price_earnings_fy1_count,industry,payout_ratio_rating,annualized_dividend_growth_3yr_cy0,years_of_consecutive_dividend_growth,annualized_dividend_growth_3yr_cy1,min_recovery_of_close_price_from_ex_date_less_1day,next_year_estimate_eps,dividend_annual_current,avg_recovery_of_close_price_from_ex_date_less_1day,returns_total_5_year_avg,payout_next_other_pay_date,sector_average_ratio_payout_forward_count,low_price_52_week,returns_total_10_year_avg,payout_next_percent_change,forward_payout_ratio_ffo,ratio_net_debt_ebitda_ttm,sector_average_ratio_price_ffo,payout_next_other_amount,returns_total_since_inception,payout_next_other_declared_date,low_vol_beta_rating,dividend_policy_status,payout_next_other_type,latest_recovery_of_close_price_from_ex_date_less_1day,float_short_percent_this_month_rating,forward_payout_ratio,payout_next_amount,div_growth_3yr_rating,dars_leverage,val_ratio_rating,payout_frequency,mix_of_recovered_bdc_payouts_exdate_less_2day,trailing_payout_ratio,returns_total_1_year,annualized_dividend_growth_10yr_cy1,recommendation_dars_overall,annualized_dividend_growth_10yr_cy0,hys_reco,dars_overall,payout_next_type,next_payout_estimated_status,annualized_dividend_growth_20yr_cy0,payout_next_other_qualified,payout_next_pay_date,annualized_dividend_growth_20yr_cy1,sector,returns_total_3_year_avg,div_safety_rating,pe_ratio,recommendation_dars_overall_change,no_analysts_rating,low_leverage_rating,inception_date,payout_next_declared_date,name,exchange,sector_average_ratio_price_ffo_count,last_price,sector_average_ratio_price_earnings_fy1,sector_average_ratio_payout_forward,previous_close_price,payout_next_other_ex_date,market_cap,latest_recovery_of_close_price_from_ex_date_less_2day,mix_of_recovered_bdc_payouts_exdate_less_1day,dars_yield_attractiveness,security_type,local_distribution_currency,max_recovery_of_close_price_from_ex_date_less_1day,price_as_of,ytd_return,dividend_yield_current,dps_reco,price_change_precent_of_52_week_high,avg_recovery_of_close_price_from_ex_date_less_2day,min_recovery_of_close_price_from_ex_date_less_2day,most_recent_continuity_window_payout_count,trailing_yield,analyst_reco_rating,payout_next_qualified,annualized_dividend_growth_1yr_cy0,annualized_dividend_growth_1yr_cy1,ltm_dividend,uuid
SYK,0.10476446597512143,Fair,1,medical-devices,3,2.3,Avoid,1,33,6,5,5,0.22562987500709292,1,0.07366716873521395,0.05384258956575838,4,Sell,Sell,3,5,-0.6968372332219027,49.654506259386174,406.19,2025-03-31T00:00:00.000+00:00,0.6412713393476958,STRYKER,4.2,Commons,16,368,medical-equipment-devices,5,0.05826736797879972,32,0.03279266773296974,1,14.891645,3.36,4.64114,0.16426416410942313,,60,314.93,0.16443741291551062,0.0,0.4320131050300048,2.8,12.590618876399258,,0.17821471785646392,,4,DividendNoChange,,6,5,0.22562987500709292,0.84,3,3,4,4,1.0,0.22562987500709292,0.10335648350975357,0.07940019838930645,Fair,0.09033080856023079,Sell,4.2,Regular,Declared,0.18644423280231104,,2025-04-30T00:00:00.000+00:00,0.1460295867071193,health-care,0.14942500110159873,5,25.93333375862774,No change,5,4,1990-01-02,2025-02-05T00:00:00.000+00:00,STRYKER CORP,NYSE,74,386.19,14.65328960214518,0.22494455117109588,388.9,,148396125000,11,1.0,1,stock,USD,15,2025-02-28T19:00:00.000Z,0.07510341581228563,0.008700380641653072,Sell,-4.9238041310716625,9.66559,2,61,0.0084,4,Qualified,0.03703703703703698,0.0,3.24,SYK**stock
WMT,0.12080848492710186,Quality,1,mass-merchants,4,1.4,Avoid,1,53,29,5,5,0.3181052298868662,1,0.054773163227226584,0.05090942142809474,5,Sell,Sell,3,5,1.880359541274918,11.367071403236226,105.3,2025-03-21T00:00:00.000+00:00,0.21852079464821791,WALMART,4.7,Commons,13,141,retail-consumer-staples,5,0.0797760655978379,53,0.07342429478827306,1,2.954997,0.94,2.12998,0.24250780176425524,,73,58.2,0.15716613252010925,13.253012048192772,0.10835662832412586,1.54,11.381743196881661,,0.13357187797462688,,5,DividendIncrease,,1,5,0.3181052298868662,0.235,4,4,5,4,1.0,0.3181052298868662,0.6981740701166121,0.03495605866403384,Quality,0.03704906364633631,Sell,4.7,Regular,Declared,0.08045054499473658,,2025-04-07T00:00:00.000+00:00,0.07450567929204399,consumer-staples,0.31424973203469264,5,33.37059225440838,No change,5,4,1990-01-02,2025-02-20T00:00:00.000+00:00,WALMART INC.,NYSE,102,98.61,15.853751796257246,0.39713589774708635,96.79,,777551437500,4,1.0,1,stock,USD,6,2025-02-28T19:00:00.000Z,0.09142224681793043,0.009532501774667882,Sell,-6.35327635327635,5.02865,2,143,0.0084,5,Qualified,0.1325301204819278,0.0,0.83,WMT**stock
CSL,0.12277624022474985,Fair,1,non-wood-building-materials,5,1.5,Avoid,1,49,23,5,5,0.1590141125024846,1,0.1430394670783297,0.13432127478644973,4,Sell,Sell,5,5,1.686013547790271,32.32137318321825,481.26,2025-05-16T00:00:00.000+00:00,0.18190611449939026,CARLISLE,4.2,Commons,78,222,construction-materials,5,0.15739098455020417,48,0.07721734501594191,1,25.155,4.0,8.49227,0.1997131436584405,,128,332.04,0.15273815045303207,0.0,0.3794033710907178,2.0,10.014972054279468,,0.16104576856863262,,4,DividendActive,,9,4,0.1590141125024846,1.0,5,4,4,4,1.0,0.1590141125024846,-0.008825900666041608,0.11895253340213618,Fair,0.1378020990121296,Sell,4.2,Regular,Estimated,0.11183652686867873,,2025-06-03T00:00:00.000+00:00,0.10739569888845546,materials,0.14956377255352282,4,13.546412244086662,No change,4,5,1990-01-02,2025-04-30T00:00:00.000+00:00,CARLISLE COMPANIES INCORPORATED,NYSE,161,340.76,12.480283385974914,0.24944291813876512,335.11,,14931879883,10,1.0,1,stock,USD,76,2025-02-28T19:00:00.000Z,-0.07352804911673105,0.011738466956215518,Sell,-29.194198562107797,9.46894,2,143,0.0084,4,Qualified,0.08108108108108092,0.0,2.85,CSL**stock
ECL,0.1313607156530249,Fair,1,specialty-chemicals,4,8.6,Avoid,1,34,23,5,5,0.3050719025140389,1,0.06586526339476562,0.059223841048812176,4,,,3,5,0.6849315068493091,38.59993894188541,270.57,2025-03-18T00:00:00.000+00:00,0.18190611449939026,ECOLAB,3.85,Commons,41,222,chemicals,,0.08069226374488014,33,0.06375071647665131,1,8.522581,2.6,11.57021,0.09486992820449869,,128,217.05,0.10033721724823197,0.0,0.37307104289395215,3.32,10.014972054279468,,0.15288733668482002,,4,DividendNoChange,,27,5,0.3050719025140389,0.65,4,3,4,4,1.0,0.3050719025140389,0.20457879664056988,0.062352148033413046,Fair,0.06853033229198435,,3.85,Regular,Declared,0.10352777077783082,,2025-04-15T00:00:00.000+00:00,0.09609011864758132,materials,0.17795943059469144,,31.564381728962154,No change,5,4,1990-01-02,2025-02-20T00:00:00.000+00:00,ECOLAB INC.,NYSE,161,269.01,12.480283385974914,0.24944291813876512,267.18,,75611156250,30,1.0,1,stock,USD,41,2025-02-28T19:00:00.000Z,0.14804540798907473,0.00966506821307758,,-0.5765605943009233,12.16716,2,128,0.0088,4,Qualified,0.10169491525423746,0.0,2.36,ECL**stock
FDS,0.08127333290159847,Quality,1,information-services,3,5.4,Avoid,1,27,19,5,5,0.22405850857069576,1,0.06544280378384704,0.05190897763099667,5,Sell,Sell,2,5,1.7788260189124236,28.355482029829354,499.87,2025-05-30T00:00:00.000+00:00,0.3850613118258556,FACTSET RESEARCH SYSTEMS,4.6,Commons,19,522,technology-services,5,0.060285041820763,26,0.027933103357123956,1,18.566579,4.16,2.38748,0.12669988102644103,,104,391.84,0.12640371848902077,0.0,0.2554658579375625,2.99,17.7007556374543,,0.18561779796223865,,5,DividendActive,,1,3,0.22405850857069576,1.04,4,3,5,4,1.0,0.22405850857069576,0.010356237717944916,0.07926765091798837,Quality,0.09297372588713504,Sell,4.6,Regular,Estimated,0.163866496886949,,2025-06-20T00:00:00.000+00:00,0.15576163653144914,technology,0.04817354563323328,5,24.8694172469791,No change,5,4,1996-06-28,2025-05-02T00:00:00.000+00:00,FACTSET RESEARCH SYSTEMS INC.,NYSE,133,461.74,20.835716555017687,0.24668645621659,453.67,,17292640625,2,1.0,1,stock,USD,11,2025-02-28T19:00:00.000Z,-0.03643707837095023,0.009009399229003335,Sell,-7.627983275651673,8.58992,2,104,0.0089,3,Qualified,0.014634146341463428,0.0,4.1,FDS**stock
FELE,0.12979801109631886,Quality,1,flow-control-equipment,4,11.2,Avoid,1,33,31,5,5,0.22276709091188027,1,0.11322470345537217,0.08652960720047997,4,Sell,Sell,3,5,0.9088214956040717,132.96234084314327,111.94,2025-05-01T00:00:00.000+00:00,0.24464361769996798,FRANKLIN ELECTRIC,4.6,Commons,134,389,machinery,5,0.10765306656385332,33,0.056058035105890136,1,4.758333,1.06,3.54982,0.15721384412048955,,199,91.67,0.12016537638737712,0.0,1.3797364786464206,1.23,15.958259713074508,,0.11962166356354653,,4,DividendActive,,3,5,0.22276709091188027,0.265,4,4,5,4,1.0,0.22276709091188027,-0.007318489210139445,0.10305425242206989,Quality,0.1073054630574386,Sell,4.6,Regular,Estimated,0.08975184561405913,,2025-05-16T00:00:00.000+00:00,0.08303719078282534,industrials,0.08700773849029608,5,21.467602204385443,No change,4,5,1994-01-03,2025-04-22T00:00:00.000+00:00,"FRANKLIN ELECTRIC CO., INC.",NASDAQ,253,102.15,15.712994262467086,0.2048284427261224,101.23,,4628000000,6,1.0,1,stock,USD,25,2025-02-28T16:00:00.000Z,0.05098863506250173,0.010376896720509055,Sell,-8.745756655351078,10.67112,2,82,0.0099,4,Qualified,0.06000000000000005,0.0,1.0150000000000001,FELE**stock
DOV,0.0916132806935644,Fair,1,flow-control-equipment,2,0.5,Avoid,1,71,31,5,5,0.20030913728604846,1,0.008974519680329474,0.006938227556860799,3,Sell,Sell,3,5,1.413265306122454,28.994951275455765,222.31,2025-05-30T00:00:00.000+00:00,0.24464361769996798,DOVER,4.45,Commons,56,389,machinery,5,0.008224053496168615,70,0.004902039121522206,1,10.284104,2.06,1.08153,0.15689375750889578,,199,163.71,0.12698872383262527,0.0,0.30049604883754527,1.75,15.958259713074508,,0.11112133004815195,,3,DividendActive,,1,5,0.20030913728604846,0.515,2,4,5,4,1.0,0.20030913728604846,0.20079111456488685,0.01820183959532562,Fair,0.023062903264821744,Sell,4.45,Regular,Estimated,0.058561669736893585,,2025-06-13T00:00:00.000+00:00,0.05470363691455016,industrials,0.10870505171398892,5,19.327886999197986,No change,5,5,1990-01-02,2025-05-02T00:00:00.000+00:00,DOVER Corp,NYSE,253,198.77,15.712994262467086,0.2048284427261224,196.0,,26966160156,2,0.8051999999999999,1,stock,USD,4,2025-02-28T19:00:00.000Z,0.062286780383795426,0.010363736982442018,Sell,-10.588817417120232,12.63053,2,143,0.0103,4,Qualified,0.004878048780487809,0.0,2.05,DOV**stock
RGLD,0.10971318074191003,Fair,1,precious-metal-mining,4,0.9,Avoid,1,25,23,5,5,0.25604431728841104,1,0.09565425774785385,0.07565375693257015,5,,,3,4,1.351351351351357,17.181149319300065,155.64,2025-04-04T00:00:00.000+00:00,0.18190611449939026,Royal Gold,4.4,Commons,7,222,metals-mining,,0.08098386987445227,25,0.05681966799360705,1,7.030033,1.8,2.72155,0.10109943469702509,,128,101.76,0.08749866491718694,0.0,0.21038142023632733,-0.51,10.014972054279468,,0.15225102634121002,,5,DividendNoChange,,4,4,0.25604431728841104,0.45,4,5,4,4,1.0,0.25604431728841104,0.4089265247383833,0.06826489175630868,Fair,0.07297165650771054,,4.4,Regular,Declared,0.11474602448736637,,2025-04-17T00:00:00.000+00:00,0.10835078562915368,materials,0.06353655453852936,,20.9102859118869,No change,4,5,1990-03-26,2025-02-27T00:00:00.000+00:00,"Royal Gold, Inc.",NASDAQ,161,147.0,12.480283385974914,0.24944291813876512,145.04,,9537629883,2,1.0,1,stock,USD,5,2025-02-28T16:00:00.000Z,0.11863512369517304,0.012244897959183673,,-5.551272166538157,3.47597,2,85,0.0112,4,Qualified,0.09090909090909105,0.0,1.6500000000000001,RGLD**stock
GGG,0.07631055076310551,Fair,1,flow-control-equipment,4,2.9,Avoid,2,29,31,5,5,0.33908754623921084,1,0.09074081189572203,0.07324491482516415,4,Hold,Hold,3,5,1.1735998140831871,36.7712392108508,94.77,2025-04-14T00:00:00.000+00:00,0.24464361769996798,Graco,4.25,Commons,159,389,machinery,4,0.08340838523411853,29,0.04642269636990948,1,3.244,1.1,25.50923,0.13406848142243533,,199,77.49,0.1470105815860363,0.0,0.46454993834771885,-0.42,15.958259713074508,,0.18239470021973547,,4,DividendNoChange,,1,5,0.33908754623921084,0.275,4,5,4,4,1.0,0.33908754623921084,-0.03445688193460683,0.09349806064395749,Fair,0.10372500804165163,Sell,4.25,Regular,Declared,0.09523675013275223,,2025-05-07T00:00:00.000+00:00,0.08897556386132677,industrials,0.08499792189619626,4,26.8403205918619,No change,4,5,1990-01-02,2025-02-14T00:00:00.000+00:00,Graco Inc.,NYSE,253,87.07,15.712994262467086,0.2048284427261224,86.06,,14586650391,2,1.0,1,stock,USD,158,2025-02-28T19:00:00.000Z,0.036317876973890106,0.012633513265188929,Hold,-8.124934050859977,27.96924,2,83,0.0119,4,Qualified,0.05769230769230771,0.0,1.04,GGG**stock
SEIC,0.09846153846153846,Quality,1,institutional-trust-fiduciary-custody,3,10.1,Avoid,1,34,155,5,5,0.1830065359477124,1,0.06360094824680784,0.04941452284458392,4,Sell,Sell,3,5,0.9839788066103207,15.472324811028445,87.25,2025-06-10T00:00:00.000+00:00,0.33813088252378487,SEI INVESTMENTS,4.8,Commons,20,590,institutional-financial-service,5,0.05693755083540952,34,0.03263147018583257,3,5.355,0.98,12.66407,0.09374648379909334,,416,62.38,0.07696346943121846,0.0,0.18941759293951127,-1.11,7.08072703789488,,0.15341280675121438,,4,DividendActive,,18,5,0.1830065359477124,0.49,3,5,5,2,1.0,0.1830065359477124,0.1955021024333825,0.061410138327848696,Quality,0.06961037572506878,Sell,4.8,Regular,Estimated,0.11555675295587742,,2025-06-18T00:00:00.000+00:00,0.11071398852510694,financials,0.13562546764116767,5,14.948646125116714,No change,4,5,1990-03-26,2025-05-29T00:00:00.000+00:00,SEI INVESTMENTS COMPANY,NASDAQ,626,80.05,10.611028560718779,0.28578407242187315,79.27,,10063360352,19,1.0,1,stock,USD,19,2025-02-28T16:00:00.000Z,-0.029461687681862303,0.012242348532167395,Sell,-8.252148997134679,15.76365,6,73,0.0119,3,Qualified,0.03157894736842115,0.0,0.95,SEIC**stock
ATR,0.12122119851668355,Fair,1,containers-packaging,3,1.5,Avoid,1,32,23,5,5,0.28830754342271986,1,0.04563955259127317,0.03713728933664817,5,Sell,Sell,4,5,0.7690723065302509,23.45592750914309,178.03,2025-04-24T00:00:00.000+00:00,0.18190611449939026,AptarGroup,4.05,Commons,9,222,containers-packaging,4,0.05797719319924677,31,0.04441188684870978,1,6.243333,1.8,2.50492,0.09099360471094586,,128,135.96,0.09835797377197397,0.0,0.2877047326504774,1.85,10.014972054279468,,0.127258930346545,,5,DividendActive,,1,5,0.28830754342271986,0.45,3,4,3,4,1.0,0.28830754342271986,0.058290407909021846,0.039659837803005527,Fair,0.04673504658430816,Sell,4.05,Regular,Estimated,0.08532603991551202,,2025-05-16T00:00:00.000+00:00,0.07547708338765435,materials,0.0860431978918772,4,23.505073331824523,No change,4,4,1994-01-03,2025-04-11T00:00:00.000+00:00,"AptarGroup, Inc.",NYSE,161,146.75,12.480283385974914,0.24944291813876512,145.63,,9683709961,2,1.0,1,stock,USD,8,2025-02-28T19:00:00.000Z,-0.06322651767814103,0.012265758091993186,Sell,-17.570072459697805,3.26754,2,126,0.012,4,Qualified,0.04651162790697683,0.0,1.76,ATR**stock
ERIE,0.25548726953467954,Fair,1,p-c-insurance,,5.5,Avoid,2,35,155,5,,0.3807531380753138,1,0.06797237358656849,0.053122793812864666,5,,,,5,5.701516124253043,51.82445520581114,547.0,2025-04-08T00:00:00.000+00:00,0.33813088252378487,ERIE INDEMNITY,3.65,Commons,37,590,insurance,,0.06500440145121567,35,0.040637855910040876,1,,5.46,8.15969,0.2710272246742449,,416,345.09,0.2009500880772055,0.0,0.6610169491525424,-0.27,7.08072703789488,,0.1480989228446652,,5,DividendActive,,7,3,0.3807531380753138,1.365,4,5,,4,0.7942,,0.07223529165951548,0.06269118453718248,Fair,0.07009978625985114,,3.65,Regular,Estimated,0.07296503283744671,,2025-04-23T00:00:00.000+00:00,0.06744755392281387,financials,0.3835472963151576,,28.827272727272728,No change,1,,1995-10-02,2025-02-21T00:00:00.000+00:00,ERIE INDEMNITY COMPANY,NASDAQ,626,428.07,10.611028560718779,0.28578407242187315,404.98,,18706679688,37,0.7942,1,stock,USD,22,2025-02-28T16:00:00.000Z,0.04194886783567031,0.01275492326021445,,-21.742230347349178,19.26416,2,117,0.0121,,Qualified,0.052023121387283267,0.0,5.1899999999999995,ERIE**stock
MSA,0.0875,Fair,1,home-improvement,3,2.8,Avoid,2,56,38,5,5,0.23448275862068965,1,0.0359214157823311,0.03114187427739834,4,Hold,Hold,3,5,0.999506416584388,37.916558093749096,200.6,2025-05-14T00:00:00.000+00:00,0.29978448929441154,MSA SAFETY,4.35,Commons,14,489,home-office-products,5,0.03877046537878326,55,0.029428498400178693,1,8.7,2.04,4.39005,0.07419835252895757,,200,153.79,0.14296684479596866,0.0,0.47250933727091116,1.51,8.69999158873275,,0.14517492065755144,,4,DividendActive,,10,5,0.23448275862068965,0.51,3,4,3,4,1.0,0.23448275862068965,-0.09508198587138661,0.04528781344912325,Fair,0.04853430682983917,Sell,4.35,Regular,Estimated,0.0707333780734869,,2025-06-10T00:00:00.000+00:00,0.056467308549537965,consumer-discretionary,0.07463330594469086,4,18.816091954022987,No change,3,5,1994-01-04,2025-05-02T00:00:00.000+00:00,MSA SAFETY INC,NYSE,269,163.7,13.236240212324345,0.2749918344166601,162.08,,6361919922,8,1.0,1,stock,USD,10,2025-02-28T19:00:00.000Z,-0.009304675266678775,0.012461820403176543,Sell,-18.39481555333998,6.29721,2,143,0.0122,4,Qualified,0.020000000000000018,0.0,2.0,MSA**stock
EXPD,0.048853733428277264,Neutral,1,logistics-services,2,13.6,Avoid,2,30,31,5,5,0.25253800697004897,1,0.07019742897422021,0.04707785177516688,4,Sell,Sell,1,5,0.26484408372490587,,131.59,2025-05-30T00:00:00.000+00:00,0.24464361769996798,EXPEDITORS INTERNATIONAL OF WASHINGTON,3.5,Commons,7,389,transportation-logistics,5,0.02900152676331147,30,0.018961847258305076,1,5.781308,1.46,27.09638,0.12042947868780973,,199,108.36,0.1069936075811948,0.0,,,15.958259713074508,,0.17632116521610608,,4,DividendActive,,60,4,0.25253800697004897,0.73,2,0,4,2,1.0,0.25253800697004897,-0.015447937770631137,0.06200432859730909,Neutral,0.0732528142226303,Sell,3.5,Regular,Estimated,0.12050314499183656,,2025-06-13T00:00:00.000+00:00,0.09925008721308992,industrials,0.06216623305942259,4,20.29990445068832,No change,4,5,1994-01-03,2025-05-01T00:00:00.000+00:00,"EXPEDITORS INTERNATIONAL OF WASHINGTON, INC.",NYSE,253,117.36,15.712994262467086,0.2048284427261224,117.05,,16156650391,2,1.0,1,stock,USD,60,2025-02-28T19:00:00.000Z,0.05949264241220553,0.012440354464894342,Sell,-10.813891633102823,2.30759,2,44,0.0124,2,Qualified,0.0,0.0,1.46,EXPD**stock
CB,0.20183976423596728,Fair,1,p-c-insurance,3,8.6,Avoid,2,32,155,5,4,0.1419752802315102,1,0.033305118887496654,0.027388860907683554,5,Hold,Hold,3,5,1.3454506727253437,8.963616040386,302.05,2025-03-14T00:00:00.000+00:00,0.33813088252378487,Chubb Limited,4.45,Commons,13,590,insurance,5,0.03427293915859764,31,0.021995542389346978,1,25.638266,3.64,8.96057,0.16579004128719088,,416,238.85,0.11801971707424519,0.0,0.11429018630728963,1.42,7.08072703789488,,0.12762392484887197,,5,DividendNoChange,,1,5,0.1419752802315102,0.91,3,4,4,4,1.0,0.1419752802315102,0.15431107839336233,0.028809775316850805,Fair,0.031862844783501654,Sell,4.45,Regular,Declared,0.0723657722038542,,2025-04-04T00:00:00.000+00:00,0.06780946327459669,financials,0.14435925038880715,4,11.134918406728442,No change,5,5,1994-01-03,2025-02-27T00:00:00.000+00:00,Chubb Limited,NYSE,626,285.48,10.611028560718779,0.28578407242187315,281.69,,113548671875,4,1.0,1,stock,USD,45,2025-02-28T19:00:00.000Z,0.03322475570032579,0.012750455373406194,Hold,-5.485846714120179,4.68569,2,41,0.0126,4,Qualified,0.013927576601671321,0.0,3.59,CB**stock
JKHY,0.08499379256129536,Fair,1,consumer-finance,3,1.5,Avoid,2,35,155,5,5,0.36549978235433217,1,0.06167577433485083,0.04745176373283,5,Hold,Hold,3,5,1.0007563856403088,23.086825215773697,189.63,2025-03-06T00:00:00.000+00:00,0.33813088252378487,JACK HENRY ASSOCIATES,4.5,Commons,81,590,specialty-finance,5,0.0578172329317348,35,0.03707034701231393,1,6.347473,2.32,3.65355,0.03942094116884953,,416,157.0,0.11579253306329762,5.454545454545454,0.30855138257154774,0.22,7.08072703789488,,0.1690739639903105,,5,DividendIncrease,,7,4,0.36549978235433217,0.58,3,5,4,4,1.0,0.36549978235433217,0.022462525006413214,0.0755410637088978,Fair,0.08779935880855194,Sell,4.5,Regular,Declared,0.13634648783237302,,2025-03-25T00:00:00.000+00:00,0.12500192404303867,financials,0.0017188380174149032,5,27.347891042624365,No change,5,5,1994-01-03,2025-02-10T00:00:00.000+00:00,"JACK HENRY & ASSOCIATES, INC.",NASDAQ,626,173.59,10.611028560718779,0.28578407242187315,171.87,,12528919922,2,1.0,1,stock,USD,71,2025-02-28T16:00:00.000Z,-0.00975470621791219,0.013364825162739789,Buy,-8.458577229341346,12.97896,2,136,0.0127,3,Qualified,0.05454545454545445,0.0,2.2,JKHY**stock
TNC,0.13940421585160204,Fair,1,industrial-machinery,4,2.0,Avoid,2,54,31,5,5,0.1746423199485782,1,0.05803101838090052,0.04652794771578006,4,Sell,Sell,5,5,2.1477460467311866,176.67331995163806,124.11,2025-05-30T00:00:00.000+00:00,0.24464361769996798,TENNANT,3.95,Commons,12,389,machinery,5,0.051490423508049554,53,0.031552132058739746,1,6.756667,1.18,2.79939,0.053274065645147806,,199,78.57,0.04197109307190905,0.0,2.4084394355699272,1.7,15.958259713074508,,0.08726306845586884,,4,DividendActive,,1,4,0.1746423199485782,0.295,3,4,2,4,1.0,0.1746423199485782,-0.20915861182210227,0.0383402729618465,Fair,0.039630954752501335,Sell,3.95,Regular,Estimated,0.050561464687864266,,2025-06-13T00:00:00.000+00:00,0.048229092160031684,industrials,0.053925548793317235,4,12.811050181990618,No change,2,5,1992-03-03,2025-05-01T00:00:00.000+00:00,TENNANT CO,NYSE,253,86.56,15.712994262467086,0.2048284427261224,84.74,,1599930054,2,1.0,1,stock,USD,15,2025-02-28T19:00:00.000Z,0.06531338157733346,0.013632162661737524,Sell,-30.25541858029167,3.10687,2,143,0.0131,5,Qualified,0.03964757709251088,0.0,1.135,TNC**stock
BRC,0.10043668122270742,Quality,1,printing-services,3,3.1,Avoid,2,40,38,5,5,0.19047619047619047,1,0.018714847667802292,0.015257590811880162,5,Sell,Sell,4,5,-0.4806371875858203,26.55470750128008,77.68,2025-04-09T00:00:00.000+00:00,0.29978448929441154,BRADY,4.9,Commons,9,489,commercial-services,5,0.017989457159987232,39,0.010639096385713032,1,5.04,0.96,3.61713,0.10806811883266976,,200,56.71,0.12698406558927333,0.0,0.35176651305683565,0.03,8.69999158873275,,0.10538784635938714,,5,DividendNoChange,,7,5,0.19047619047619047,0.24,2,5,1,4,1.0,0.19047619047619047,0.25265820610454925,0.01650931426860236,Quality,0.017765054978114314,Sell,4.9,Regular,Declared,0.03526492384137758,,2025-04-30T00:00:00.000+00:00,0.029186008964760646,consumer-discretionary,0.1927088860152062,4,14.378968253968255,No change,1,5,1990-01-02,2025-02-27T00:00:00.000+00:00,BRADY CORP,NYSE,269,72.47,13.236240212324345,0.2749918344166601,72.82,,3479360107,6,1.0,1,stock,USD,8,2025-02-28T19:00:00.000Z,-0.01536144932448602,0.013246860769973782,Sell,-6.707003089598363,4.03671,2,80,0.0131,5,Qualified,0.010526315789473717,0.0,0.95,BRC**stock
AFL,0.05778449575117891,Quality,1,life-insurance,4,1.7,Avoid,2,44,155,5,5,0.32220955759655556,1,0.15678857972406712,0.11939357728279076,4,Sell,Sell,1,5,1.8989109187377753,14.555539936932073,115.5,2025-05-21T00:00:00.000+00:00,0.33813088252378487,Aflac,4.8,Commons,15,590,insurance,5,0.1318511959629507,44,0.113592338632446,1,7.200283,2.32,2.07861,0.23618115431971898,,416,78.62,0.16123790698425156,0.0,0.3084758623703518,0.74,7.08072703789488,,0.16080090315750284,,4,DividendActive,,1,5,0.32220955759655556,0.58,5,5,5,4,1.0,0.32220955759655556,0.3892311384493399,0.10825829167374557,Quality,0.11374582580318315,Sell,4.8,Regular,Estimated,0.12500192404303867,,2025-06-03T00:00:00.000+00:00,0.11251983971362023,financials,0.26120303617790874,5,15.203569081937474,No change,5,5,1990-01-02,2025-05-01T00:00:00.000+00:00,Aflac Incorporated,NYSE,626,109.47,10.611028560718779,0.28578407242187315,107.43,,58719980469,2,1.0,2,stock,USD,5,2025-02-28T19:00:00.000Z,0.06416789010521096,0.021193020918973234,Sell,-5.220779220779226,4.43313,2,132,0.0137,3,Qualified,0.15999999999999992,0.0,1.5,AFL**stock
NDSN,0.08207070707070707,Fair,1,industrial-machinery,2,3.4,Avoid,2,62,31,5,5,0.2912485414235706,1,0.0025840137906767424,0.05387395206178347,4,Sell,Sell,4,5,0.37708830548925637,21.78703475990393,279.38,2025-05-20T00:00:00.000+00:00,0.24464361769996798,NORDSON,4.05,Commons,18,389,machinery,5,-0.12391642569519756,62,-0.04182520985435745,1,10.7125,3.12,9.03546,0.08712426827538611,,199,196.83,0.11712946611955477,0.0,0.3232466995620346,1.08,15.958259713074508,,0.12607458850768816,,4,DividendActive,,9,4,0.2912485414235706,0.78,1,4,5,4,0.8259000000000001,0.2912485414235706,-0.20226210729618144,0.08657965368378973,Fair,0.054225888919858134,Sell,4.05,Regular,Estimated,0.08158850220871594,,2025-06-04T00:00:00.000+00:00,0.10125234706229436,industrials,-0.009465668322799492,4,19.630338389731623,No change,4,3,1990-03-26,2025-05-09T00:00:00.000+00:00,NORDSON CORPORATION,NASDAQ,253,210.29,15.712994262467086,0.2048284427261224,209.5,,11923009766,10,0.8259000000000001,1,stock,USD,17,2025-02-28T16:00:00.000Z,0.008842692190259127,0.014836654144276951,Sell,-24.729758751521224,9.62349,2,112,0.0139,4,Qualified,-0.46575342465753433,0.4999999999999998,2.92,NDSN**stock
